articulationpoint	averagebetweenness	averagecloseness	averagenodeconnectivity	averageeccentricity	averagepathlength	clusteringcoefficient	cohesiveness	compactness	globalefficiency	networkcentralization	networkdensity	networkdiameter	networkheterogeneity
REEP5	1	7312.96734616837	4.03627271415433e-05	27.1309928274821	4.22885994714987	2.38045631829511	0.0316833400653126	0.999999652149836	28.3489704318129	0.439833966030966	0.773371307897359	0.00256073551934706	6	3.66996230288874
SIVA1	1	7313.03001132501	4.03625638399396e-05	27.1289165722914	4.22885994714987	2.38046814748939	0.0316835043030094	0.999999652123214	28.3447877865799	0.439832313684927	0.773371503862927	0.00256053955377928	6	3.67015088970741
TIAL1	1	7313.00453001129	4.03626182040735e-05	27.1238203095508	4.22885994714987	2.38046333742545	0.0316802742415154	0.999999652057852	28.3345653635761	0.439832646826392	0.77337198486932	0.00256005854738563	6	3.67047565057442
ELF4	1	7312.96253303137	4.03627415935638e-05	27.1315590788977	4.22885994714987	2.38045540972748	0.0316830593792958	0.999999652157096	28.3465047622227	0.43983414566607	0.773371254452204	0.00256078896450191	6	3.6699140855384
FOXK2	1	7312.36862967155	4.03646499868325e-05	27.1313703284258	4.22876557191393	2.38034329960766	0.0316801185102134	0.999999652154676	28.3439918737571	0.439852311377325	0.77346565641072	0.00256077114945029	6	3.67013722936287
BCL7A	1	7312.97093242732	4.03627169303453e-05	27.1313703284258	4.22885994714987	2.38045699526708	0.0316834145235583	0.999999652154676	28.3433719139114	0.439833871017357	0.773371272267256	0.00256077114945029	6	3.66988966446125
AMPD2	1	7312.97744431862	4.03626982673447e-05	27.1308040770102	4.22885994714987	2.38045822450564	0.0316837530694379	0.999999652147416	28.3460278245442	0.439833658721325	0.773371325712411	0.00256071770429544	6	3.66994752446331
PMP22	1	7312.31728954319	4.03648113538329e-05	27.1315590788977	4.22876557191393	2.38033360821958	0.0316790803789164	0.999999652157096	28.3466001497584	0.439853920076493	0.773465638595668	0.00256078896450191	6	3.6701676542132
FLI1	1	7312.97621744057	4.03627014272652e-05	27.1300490751227	4.22885994714987	2.38045799290997	0.0316824357419452	0.999999652137735	28.3435790558038	0.439833675051789	0.773371396972617	0.00256064644408897	6	3.67006275948454
TFAP4	1	7313.12259343145	4.03623245418549e-05	27.1181577953945	4.22885994714987	2.38048562405502	0.0316740195559175	0.999999651985198	28.3320535505625	0.439829583825172	0.773372519320869	0.00255952409583714	6	3.6714181048608
CACNA1D	1	7311.96442053606	4.03656339050326e-05	27.1328803322008	4.22876557191393	2.38026699774159	0.0316783274368428	0.999999652174034	28.3428309831617	0.439862128955376	0.773465513890307	0.00256091366986322	6	3.67004249092038
OTUD4	1	7312.98782559456	4.03626725978803e-05	27.1274065685164	4.22885994714987	2.38046018416131	0.0316828948721268	0.99999965210385	28.3669592527361	0.43983330865556	0.77337164638334	0.00256039703336634	6	3.67044429104735
GOLGA1	1	7312.12759531897	4.0365295112881e-05	27.1313703284258	4.22876557191393	2.38029779996583	0.0316784318923042	0.999999652154676	28.3454390240413	0.439859087629146	0.77346565641072	0.00256077114945029	6	3.67024853379629
AKAP17A	1	7312.97197055493	4.03627150720809e-05	27.1308040770102	4.22885994714987	2.38045719123264	0.0316830450932004	0.999999652147416	28.3504657962898	0.439833827964316	0.773371325712411	0.00256071770429544	6	3.67001792642152
DHODH	1	7312.96121177802	4.03627452606636e-05	27.1308040770102	4.22885994714987	2.38045516031676	0.0316825942481238	0.999999652147416	28.3474275139392	0.43983416496571	0.773371325712411	0.00256071770429544	6	3.67002274794542
ALDH6A1	1	7312.95781426953	4.03627558364949e-05	27.1325028312571	4.22885994714987	2.3804545189749	0.0316828978771739	0.999999652169195	28.3454390240413	0.439834325301174	0.773371165376946	0.00256087803975999	6	3.66980700088643
BDH1	1	7312.29784824462	4.03648533218557e-05	27.1325028312571	4.22876557191393	2.38032993831895	0.0316793063578762	0.999999652169195	28.3441349414138	0.439854277268283	0.77346554952041	0.00256087803975999	6	3.67003320603641
ZNF45	1	7312.95894677237	4.03627523322105e-05	27.1325028312571	4.22885994714987	2.38045473275552	0.0316829682487456	0.999999652169195	28.3454390240413	0.43983427779437	0.773371165376946	0.00256087803975999	6	3.66980263385446
PLOD1	1	7312.99688561719	4.03626395613837e-05	27.1268403171008	4.22885994714987	2.38046189440627	0.0316835946225434	0.999999652096588	28.3436282202327	0.43983293275797	0.773371699828495	0.0025603435882115	6	3.67017864266019
RPL6	1	7313.09579086449	4.03623623866814e-05	27.1023027557569	4.22885994714987	2.38048056458036	0.0314390018504013	0.999999651781607	28.0997276945601	0.439829504251283	0.773374015785205	0.00255802763150136	6	3.67236268764494
SLC25A11	1	7312.99122310306	4.03626573751495e-05	27.1275953189883	4.22885994714987	2.38046082550317	0.0316843544175304	0.999999652106271	28.3470624991057	0.439833142084827	0.773371628568288	0.00256041484841796	6	3.67026013369895
MECOM	1	7312.52198942992	4.03642269518556e-05	27.1283503208758	4.22876557191393	2.38037224906654	0.0316773428691152	0.999999652115953	28.3452976613515	0.439847665211857	0.773465941451545	0.00256048610862443	6	3.67046331121743
LMNB2	1	7312.99999999999	4.0362630710474e-05	27.1289165722914	4.22885994714987	2.38046248230297	0.0316832341595247	0.999999652123214	28.3388729667479	0.439832897127869	0.773371503862927	0.00256053955377928	6	3.67003861870829
PTS	1	7312.97036617588	4.03627202153401e-05	27.1308040770102	4.22885994714987	2.38045688837677	0.0316829664150044	0.999999652147416	28.3475706020671	0.439833905162873	0.773371325712411	0.00256071770429544	6	3.67000957608615
COL10A1	1	7312.1050396376	4.03653405840981e-05	27.1323140807852	4.22876557191393	2.38029354216849	0.0316784564881262	0.999999652166775	28.3441349414138	0.439859483123294	0.773465567335462	0.00256086022470837	6	3.67011334842941
CEBPZ	1	7312.98886372214	4.0362664055817e-05	27.1287278218196	4.22885994714987	2.38046038012688	0.0316845365537575	0.999999652120793	28.3487962755377	0.439833246005962	0.773371521677978	0.00256052173872766	6	3.67011091644104
C1QB	1	7312.22489618721	4.03650342524214e-05	27.1321253303133	4.22876557191393	2.38031616728405	0.0316790750311958	0.999999652164355	28.3441349414138	0.439856340548179	0.773465585150513	0.00256084240965676	6	3.67010234840517
LGALS3BP	1	7313.04246885615	4.03625310096672e-05	27.1185352963382	4.22885994714987	2.3804704990762	0.0316544468167187	0.999999651990043	28.3125140107125	0.439831683329011	0.773372483690766	0.00255955972594037	6	3.67112831895262
TLE2	1	7312.96904492265	4.03627221011972e-05	27.1309928274821	4.22885994714987	2.38045663896604	0.0316831782396409	0.999999652149836	28.3473798178965	0.439833915554986	0.773371307897359	0.00256073551934706	6	3.66995580429495
TLE3	1	7313.00698376745	4.03626115085148e-05	27.1283503208758	4.22885994714987	2.38046380061679	0.031682500856352	0.999999652115953	28.3482715690156	0.4398326892856	0.773371557308082	0.00256048610862443	6	3.67025565286827
GLO1	1	7312.96281615703	4.03627404549461e-05	27.1313703284258	4.22885994714987	2.38045546317264	0.0316834515729591	0.999999652154676	28.3491135267659	0.43983412042808	0.773371272267256	0.00256077114945029	6	3.66991052260566
SSBP1	1	7313.03482446204	4.03625342369828e-05	27.1185352963382	4.22885994714987	2.38046905605702	0.0316682716571782	0.999999651990043	28.3151601260602	0.439831628399272	0.773372483690766	0.00255955972594037	6	3.67120365621492
ICA1	1	7312.21593053981	4.03650713389544e-05	27.1313703284258	4.22876557191393	2.38031447485414	0.0316787965990825	0.999999652154676	28.3454390240413	0.439856758904976	0.77346565641072	0.00256077114945029	6	3.67022589587989
PDE1B	1	7312.07682144205	4.03653980027103e-05	27.132691581729	4.22876557191393	2.38028821546806	0.0316784743301554	0.999999652171614	28.3428309831617	0.439859998275202	0.773465531705358	0.00256089585481161	6	3.67006076497952
TCF19	1	7312.29775386941	4.03648499783263e-05	27.1321253303133	4.22876557191393	2.3803299205039	0.0316793907845135	0.999999652164355	28.3441349414138	0.439854123761922	0.773465585150513	0.00256084240965676	6	3.6700827501569
SRSF11	1	7313.00188750471	4.03626237701293e-05	27.1213665534164	4.22885994714987	2.38046283860401	0.0316677728365067	0.999999652026372	28.3219287495649	0.43983263138668	0.773372216464991	0.00255982695171462	6	3.67101222009965
CALD1	1	7312.98810872028	4.03626661913654e-05	27.1283503208758	4.22885994714987	2.38046023760647	0.0316830373730364	0.999999652115953	28.3419575450327	0.439833257882663	0.773371557308082	0.00256048610862443	6	3.67015948941035
KDSR	1	7312.98480558701	4.03626764071681e-05	27.1325028312571	4.22885994714987	2.38045961407966	0.0316837858848065	0.999999652169195	28.3426879223275	0.439833470178697	0.773371165376946	0.00256087803975999	6	3.66974858703663
PPP2R3A	1	7312.1720460551	4.03651861807207e-05	27.1315590788977	4.22876557191393	2.38030619085514	0.0316783972744108	0.999999652157096	28.3452005665749	0.439858032681171	0.773465638595668	0.00256078896450191	6	3.67020674652985
GFPT1	1	7313.0094375236	4.03626025750552e-05	27.1283503208758	4.22885994714987	2.38046426380813	0.0316825991394307	0.999999652115953	28.3371878442237	0.439832595756578	0.773371557308082	0.00256048610862443	6	3.67013705556679
TYRO3	1	7312.98593808981	4.0362673950062e-05	27.1300490751227	4.22885994714987	2.38045982786028	0.0316828458175214	0.999999652137735	28.3436744387904	0.43983339149555	0.773371396972617	0.00256064644408897	6	3.67004392671167
ZNF33A	1	7312.0513401283	4.03654572181343e-05	27.1325028312571	4.22876557191393	2.38028340540412	0.0316783876573081	0.999999652169195	28.3428309831617	0.439860617645164	0.77346554952041	0.00256087803975999	6	3.67009353669958
ZNF33B	1	7312.04794261985	4.03654645094881e-05	27.132691581729	4.22876557191393	2.38028276406227	0.0316783820292175	0.999999652171614	28.3428309831617	0.439860690983793	0.773465531705358	0.00256089585481161	6	3.67006649404171
GATA3	1	7312.97272555676	4.03627121878287e-05	27.1302378255946	4.22885994714987	2.38045733375306	0.0316833508357136	0.999999652140156	28.3471413376832	0.439833802726326	0.773371379157565	0.00256066425914059	6	3.67003812546873
RPL18	1	7313.03255945639	4.03625259989889e-05	27.1060777651944	4.22885994714987	2.38046862849578	0.0314710937765204	0.999999651830103	28.1309993276461	0.439831179459972	0.773373659484172	0.00255838393253369	6	3.67218263612288
MVP	1	7313.06172140426	4.03624709437947e-05	27.1228765571914	4.22885994714987	2.38047413334673	0.0316815505686883	0.999999652045745	28.3562474051663	0.43983122162226	0.773372073944578	0.00255996947212755	6	3.67081808732356
CXCL9	1	7311.37816157036	4.03671361861349e-05	27.1325028312571	4.22867119667799	2.38015633064094	0.0316783544516026	0.999999652169195	28.3428309831617	0.439871145449956	0.77346554952041	0.00256087803975999	6	3.67009559777594
PDE4B	1	7312.97602869003	4.03627034278231e-05	27.1319365798414	4.22885994714987	2.38045795727986	0.0316839549641197	0.999999652161935	28.3480475624937	0.439833737404471	0.773371218822101	0.00256082459460514	6	3.66981695821065
DPT	1	7312.02114005283	4.0365518614608e-05	27.1328803322008	4.22876557191393	2.38027770458761	0.0316783876573081	0.999999652174034	28.3428309831617	0.439861098651558	0.773465513890307	0.00256091366986322	6	3.67003875308521
FOXM1	1	7313.00302000754	4.03626219619401e-05	27.1260853152133	4.22885994714987	2.38046305238462	0.0316794011427866	0.999999652086905	28.3376653106385	0.43983273827699	0.773371771088701	0.00256027232800503	6	3.67041614745918
EHHADH	1	7312.3266326916	4.03647867489566e-05	27.1289165722914	4.22876557191393	2.38033537190969	0.0316794441470027	0.999999652123214	28.3479044743658	0.439853661758244	0.773465888006391	0.00256053955377928	6	3.67052531120145
MFGE8	1	7312.96460928652	4.03627356505812e-05	27.1323140807852	4.22885994714987	2.38045580165862	0.0316834233144899	0.999999652166775	28.346743231062	0.439834093705503	0.773371183191998	0.00256086022470837	6	3.66979847653909
CAMSAP2	1	7313.00047187618	4.03626329769865e-05	27.1313703284258	4.22885994714987	2.38046257137823	0.0316843206593563	0.999999652154676	28.3449621091086	0.439832992141477	0.773371272267256	0.00256077114945029	6	3.6698499742644
ELP4	1	7312.96979992446	4.03627204286677e-05	27.1304265760664	4.22885994714987	2.38045678148646	0.0316817159502599	0.999999652142576	28.3451693367228	0.439833890316997	0.773371361342514	0.00256068207419221	6	3.67006918510837
LAMTOR1	1	7313.00424688558	4.03626248108529e-05	27.1289165722914	4.22885994714987	2.3804632839803	0.0316816962099749	0.999999652123214	28.3424344599654	0.439832851105651	0.773371503862927	0.00256053955377928	6	3.67019362376667
RRAGC	1	7312.97574556436	4.03627118906897e-05	27.1298603246508	4.22885994714987	2.38045790383471	0.031680638142871	0.999999652135315	28.3387614383604	0.439833808070842	0.773371414787669	0.00256062862903736	6	3.67014878354886
LAMTOR2	1	7312.96451491128	4.03627358484195e-05	27.1292940732352	4.22885994714987	2.38045578384357	0.03168054413165	0.999999652128055	28.3509285806288	0.439834022445297	0.773371468232823	0.00256057518388251	6	3.67023680583888
CPSF1	1	7313.02161192895	4.03625717133458e-05	27.1232540581351	4.22885994714987	2.38046656194979	0.0316772629774978	0.999999652050588	28.3348197890982	0.439832169679924	0.773372038314475	0.00256000510223078	6	3.67066866148025
ICK	1	7312.53614571536	4.03641843608705e-05	27.1292940732352	4.22876557191393	2.38037492132428	0.0316798814834947	0.999999652128055	28.3503871087769	0.439847287532758	0.773465852376287	0.00256057518388251	6	3.67033418346295
BST2	1	7312.96177802944	4.0362743669442e-05	27.1311815779539	4.22885994714987	2.38045526720707	0.031682647768628	0.999999652152256	28.3475706020671	0.439834153089009	0.773371290082307	0.00256075333439867	6	3.66997456511441
ARHGEF5	1	7313.00613439029	4.03626139432811e-05	27.1300490751227	4.22885994714987	2.38046364028133	0.0316836683750206	0.999999652137735	28.3525505555264	0.43983275163828	0.773371396972617	0.00256064644408897	6	3.67004581348733
TWF1	1	7312.99613061531	4.03626419835044e-05	27.1281615704039	4.22885994714987	2.38046175188586	0.0316822442611477	0.999999652113532	28.3413212774988	0.439832999564416	0.773371575123133	0.00256046829357281	6	3.67028574106041
TROAP	1	7312.99622499053	4.03626426629587e-05	27.1300490751227	4.22885994714987	2.38046176970091	0.0316830503326163	0.999999652137735	28.3469505535126	0.439833054494158	0.773371396972617	0.00256064644408897	6	3.67007093546346
INHBA	1	7312.03189882972	4.03654993630865e-05	27.1317478293696	4.22876557191393	2.38027973550349	0.0316780235689108	0.999999652159516	28.3479044743658	0.439860957615732	0.773465620780616	0.00256080677955352	6	3.67020254938159
FSTL1	1	7312.10400151001	4.03653454777252e-05	27.1311815779539	4.22876557191393	2.38029334620293	0.0316782416027407	0.999999652152256	28.3493520183543	0.439859522019491	0.773465674225771	0.00256075333439867	6	3.67027781479451
GRSF1	1	7313.00226500565	4.03626241716066e-05	27.1230653076633	4.22885994714987	2.38046290986421	0.0316752537140339	0.999999652048166	28.3270475037071	0.43983266998596	0.773372056129527	0.00255998728717917	6	3.6708439811158
MAP4K2	1	7312.9765949415	4.03627014007692e-05	27.1304265760664	4.22885994714987	2.38045806417017	0.0316829416739074	0.999999652142576	28.3469505535126	0.439833692866841	0.773371361342514	0.00256068207419221	6	3.67002289052708
IFRD2	1	7313.00868252172	4.03626065803946e-05	27.1306153265383	4.22885994714987	2.38046412128772	0.0316845715388083	0.999999652144996	28.3487796385422	0.439832686316425	0.773371343527462	0.00256069988924382	6	3.66992743450778
TRIM26	1	7312.98055870142	4.03626880838629e-05	27.1285390713477	4.22885994714987	2.38045881240234	0.0316827138876043	0.999999652118373	28.3456627603608	0.439833499870448	0.77337153949303	0.00256050392367604	6	3.67022165151843
LMAN2	1	7312.98357870895	4.03626827118563e-05	27.1304265760664	4.22885994714987	2.38045938248399	0.0316842051185253	0.999999652142576	28.345741661937	0.439833492447511	0.773371361342514	0.00256068207419221	6	3.66995440841523
TRAP1	1	7313.10230275579	4.03623720885785e-05	27.1211778029445	4.22885994714987	2.38048179381893	0.0316740414060844	0.999999652023951	28.3333094818991	0.439830181817077	0.773372234280043	0.002559809136663	6	3.6706901111587
MLLT11	1	7312.96206115516	4.03627431775366e-05	27.1323140807852	4.22885994714987	2.38045532065222	0.0316834522034666	0.999999652166775	28.3439918737571	0.439834176842411	0.773371183191998	0.00256086022470837	6	3.66979337576242
STRN3	1	7313.00415251039	4.03626177294511e-05	27.1241978104945	4.22885994714987	2.38046326616524	0.0316703940097228	0.999999652062694	28.3379843629997	0.439832631386683	0.773371949239217	0.00256009417748886	6	3.67080253312255
MOB4	1	7313.02189505473	4.03625772070199e-05	27.1208003020008	4.22885994714987	2.38046661539495	0.0316700256844462	0.999999652019107	28.3427723518663	0.439832198777843	0.773372269910146	0.00255977350655977	6	3.67127571739325
RNF41	2	7310.8647602869	4.03686553866492e-05	27.1272178180445	4.22838807097018	2.38031995280258	0.0316834517308757	0.999999652101429	28.3514533372134	0.43977160859935	0.773371664198391	0.00256037921831473	6	3.67039411537304
RPS6KB2	1	7312.46281615705	4.03643975588989e-05	27.1289165722914	4.22876557191393	2.38036107902917	0.0316801963485184	0.999999652123214	28.3617830504269	0.439849540246041	0.773465888006391	0.00256053955377928	6	3.67040913840645
CHAF1B	1	7313.01038127597	4.0362602521317e-05	27.1294828237071	4.22885994714987	2.38046444195865	0.0316833631981679	0.999999652130475	28.3427683004183	0.439832623963743	0.773371450417772	0.00256059299893413	6	3.67003114054948
HNRNPA0	1	7313.04114760289	4.03625032797312e-05	27.1157040392601	4.22885994714987	2.38047024966548	0.0316259725870654	0.999999651953706	28.2738018605671	0.439831215090076	0.77337275091654	0.00255929250016613	6	3.67118123581684
CYP27A1	1	7312.01519441296	4.03655324085125e-05	27.1328803322008	4.22876557191393	2.38027658223936	0.0316783454466776	0.999999652174034	28.3428309831617	0.439861295210961	0.773465513890307	0.00256091366986322	6	3.67004137306353
ADRA2A	1	7312.14373348432	4.03652594670995e-05	27.1317478293696	4.22876557191393	2.38030084633966	0.031678398291437	0.999999652159516	28.346743231062	0.439858791305455	0.773465620780616	0.00256080677955352	6	3.67019252319109
MC1R	1	7312.96687429219	4.03627282127009e-05	27.1309928274821	4.22885994714987	2.38045622921986	0.0316827536341721	0.999999652149836	28.3428950217224	0.439833983846018	0.773371307897359	0.00256073551934706	6	3.66995238030005
DDX10	1	7312.99226123065	4.03626546563319e-05	27.1317478293696	4.22885994714987	2.38046102146874	0.0316845872098212	0.999999652159516	28.3479044743658	0.439833223737149	0.773371236637152	0.00256080677955352	6	3.66979519150807
SLA	1	7312.9670630426	4.03627283989743e-05	27.1306153265383	4.22885994714987	2.38045626484996	0.0316823637008146	0.999999652144996	28.3429904001602	0.439833971969317	0.773371343527462	0.00256069988924382	6	3.67003798284337
SRSF9	1	7313.07134767834	4.03624357160251e-05	27.1221215553039	4.22885994714987	2.380475950482	0.0316695270301819	0.999999652036059	28.3292233282932	0.439830768823028	0.773372145204785	0.00255989821192108	6	3.67073736127738
IL15RA	1	7312.21375990938	4.0365075109859e-05	27.1319365798414	4.22876557191393	2.38031406510796	0.0316788853570953	0.999999652161935	28.3441349414138	0.439856824226833	0.773465602965565	0.00256082459460514	6	3.67014151414868
USP10	1	7312.98990184975	4.0362659540539e-05	27.1268403171008	4.22885994714987	2.38046057609245	0.0316819802013348	0.999999652096588	28.336615628174	0.439833143569415	0.773371699828495	0.0025603435882115	6	3.67035494746696
IFIT5	1	7313.00084937709	4.03626286488929e-05	27.1294828237071	4.22885994714987	2.38046264263844	0.031682794961834	0.999999652130475	28.3416074128122	0.439832886735755	0.773371450417772	0.00256059299893413	6	3.6700796395576
WFS1	1	7312.96149490372	4.03627444085447e-05	27.1313703284258	4.22885994714987	2.38045521376191	0.0316830028694467	0.999999652154676	28.3477613862378	0.439834161996534	0.773371272267256	0.00256077114945029	6	3.66993836821837
OS9	1	7313.00462438652	4.03626359741708e-05	27.1251415628539	4.22885994714987	2.3804633552405	0.0316795782062571	0.9999996520748	28.341783079205	0.439832902472384	0.773371860163959	0.00256018325274695	6	3.67073411245699
MRPS31	1	7312.9726311816	4.03627117169886e-05	27.1296715741789	4.22885994714987	2.380457315938	0.0316831512506486	0.999999652132895	28.3481118620946	0.439833776003748	0.77337143260272	0.00256061081398574	6	3.67010622835623
MAPK8IP2	1	7313.07266893163	4.03624607189239e-05	27.1241978104945	4.22885994714987	2.38047619989272	0.0316815131517346	0.999999652062694	28.350993029946	0.439831086821699	0.773371949239217	0.00256009417748886	6	3.67082713653879
TARBP1	1	7312.9566817667	4.0362758803633e-05	27.1325028312571	4.22885994714987	2.38045430519428	0.0316829663842347	0.999999652169195	28.3441349414138	0.439834350539164	0.773371165376946	0.00256087803975999	6	3.66980605760797
ZNF211	1	7312.01679879201	4.03655289842164e-05	27.1328803322008	4.22876557191393	2.38027688509523	0.0316783550144106	0.999999652174034	28.3428309831617	0.439861247704156	0.773465513890307	0.00256091366986322	6	3.67004077920194
MRPL49	1	7313.01991317474	4.03625725925167e-05	27.1279728199321	4.22885994714987	2.38046624127886	0.0316829976400334	0.999999652111112	28.3414329386067	0.439832260239773	0.773371592938185	0.00256045047852119	6	3.67018035291317
THOC1	1	7313.00245375613	4.03626222081334e-05	27.1243865609664	4.22885994714987	2.38046294549431	0.0316776197281255	0.999999652065115	28.3270319107852	0.439832689285599	0.773371931424165	0.00256011199254048	6	3.67059793791968
PDAP1	1	7313.00811627026	4.03626198816689e-05	27.1311815779539	4.22885994714987	2.38046401439741	0.0316840792982216	0.999999652152256	28.3462662933834	0.439832916427505	0.773371290082307	0.00256075333439867	6	3.66988903578975
WNT5A	1	7312.9566817667	4.03627586391922e-05	27.1321253303133	4.22885994714987	2.38045430519428	0.0316827098083683	0.999999652164355	28.3452959495615	0.4398343342087	0.773371201007049	0.00256084240965676	6	3.66986352910647
TNK1	1	7312.96857304641	4.03627240617818e-05	27.1319365798414	4.22885994714987	2.38045654989079	0.0316834422121889	0.999999652161935	28.3451528750817	0.439833964546379	0.773371218822101	0.00256082459460514	6	3.66983554496596
TOP3A	1	7312.97300868254	4.03627100410583e-05	27.1291053227633	4.22885994714987	2.38045738719821	0.0316810192020878	0.999999652125634	28.3393498361953	0.439833738889058	0.773371486047875	0.00256055736883089	6	3.67018177647779
PICALM	1	7312.97810494526	4.03626953998365e-05	27.1279728199321	4.22885994714987	2.380458349211	0.0316814405249284	0.999999652111112	28.3415283215933	0.439833556284778	0.773371592938185	0.00256045047852119	6	3.67028361201081
MTM1	1	7312.95800302	4.03627547180531e-05	27.1321253303133	4.22885994714987	2.380454554605	0.0316828306714785	0.999999652164355	28.3480475624937	0.439834294124834	0.773371201007049	0.00256084240965676	6	3.6698593367038
MED21	1	7313.05247263116	4.03625001438463e-05	27.1230653076633	4.22885994714987	2.38047238747167	0.0316638962841877	0.999999652048166	28.3309720413488	0.439831467469969	0.773372056129527	0.00255998728717917	6	3.67088378971928
MOCS1	1	7312.0724801812	4.03654111687238e-05	27.1328803322008	4.22876557191393	2.38028739597569	0.0316784304308618	0.999999652174034	28.3428309831617	0.439860182957905	0.773465513890307	0.00256091366986322	6	3.67003609817193
KDELR1	1	7312.96234428086	4.03627429919429e-05	27.1308040770102	4.22885994714987	2.38045537409738	0.0316826883404022	0.999999652147416	28.353123017255	0.439834142696895	0.773371325712411	0.00256071770429544	6	3.67003675827966
SERINC3	1	7312.31493016232	4.03648077346412e-05	27.1309928274821	4.22876557191393	2.38033316284329	0.031679283226555	0.999999652149836	28.3480475624937	0.4398538286259	0.773465692040823	0.00256073551934706	6	3.67024386263107
CKAP5	1	7312.99490373725	4.03626459343768e-05	27.1262740656852	4.22885994714987	2.38046152029019	0.031683301201906	0.999999652089325	28.3463635452989	0.439832972841837	0.773371753273649	0.00256029014305665	6	3.6703750128202
BCLAF1	1	7313.03671196678	4.03625208359655e-05	27.1224990562476	4.22885994714987	2.38046941235805	0.0316731371902688	0.999999652040902	28.3221671729189	0.439831575844871	0.773372109574682	0.00255993384202432	6	3.67053123084808
IQGAP2	1	7312.97121555303	4.03627161071678e-05	27.1306153265383	4.22885994714987	2.38045704871223	0.0316834045998227	0.999999652144996	28.3515796804862	0.439833839841017	0.773371343527462	0.00256069988924382	6	3.67000646782281
TRA2A	1	7313.04284635714	4.0362501663624e-05	27.1215553038883	4.22885994714987	2.38047057033641	0.0316651368417161	0.999999652028794	28.3200671496225	0.439831348702964	0.77337219864994	0.00255984476676624	6	3.6707378930531
KRR1	1	7312.99424311063	4.03626486588522e-05	27.1292940732352	4.22885994714987	2.38046139558482	0.0316839081682317	0.999999652128055	28.3451857999342	0.439833100516374	0.773371468232823	0.00256057518388251	6	3.67000486408469
PWP1	1	7313.00924877311	4.03626036083723e-05	27.1287278218196	4.22885994714987	2.38046422817803	0.0316825750111622	0.999999652120793	28.3387937488972	0.439832610602454	0.773371521677978	0.00256052173872766	6	3.67000765823219
MTMR3	1	7312.23867497165	4.03650033782156e-05	27.1319365798414	4.22876557191393	2.38031876828158	0.0316789294264768	0.999999652161935	28.3454390240413	0.439856065602548	0.773465602965565	0.00256082459460514	6	3.67013547047366
CCDC6	1	7313.00500188748	4.03626159223357e-05	27.1285390713477	4.22885994714987	2.38046342650071	0.031681969444534	0.999999652118373	28.3377123756026	0.439832726400291	0.77337153949303	0.00256050392367604	6	3.67018513642775
PFKFB3	1	7312.98716496795	4.03626690880515e-05	27.1317478293696	4.22885994714987	2.38046005945595	0.0316841095544411	0.999999652159516	28.342401800659	0.439833375165088	0.773371236637152	0.00256080677955352	6	3.66981821577014
DDB2	1	7312.99631936576	4.03626404992163e-05	27.1241978104945	4.22885994714987	2.38046178751596	0.0316749585877863	0.999999652062694	28.3335161507242	0.439832877828228	0.773371949239217	0.00256009417748886	6	3.67067801074652
RAB32	1	7312.97602869007	4.03627029181485e-05	27.1319365798414	4.22885994714987	2.38045795727986	0.0316840829455647	0.999999652161935	28.3493520183543	0.439833734435295	0.773371218822101	0.00256082459460514	6	3.6698057082867
AAMP	1	7312.97102680261	4.03627170777478e-05	27.1296715741789	4.22885994714987	2.38045701308213	0.0316829916050409	0.999999652132895	28.3551128095763	0.439833827964316	0.77337143260272	0.00256061081398574	6	3.67013267835439
MOGS	1	7312.98782559457	4.03626666025112e-05	27.1285390713477	4.22885994714987	2.38046018416131	0.0316829758978986	0.999999652118373	28.3422913854856	0.439833269759364	0.77337153949303	0.00256050392367604	6	3.67015906897331
PMAIP1	1	7312.98924122314	4.03626631653105e-05	27.1309928274821	4.22885994714987	2.38046045138709	0.0316831776063637	0.999999652149836	28.3443898111894	0.43983329202818	0.773371307897359	0.00256073551934706	6	3.66993599399449
GNL2	1	7313.00745564362	4.03626087534553e-05	27.1292940732352	4.22885994714987	2.38046388969205	0.0316845861421937	0.999999652128055	28.3426252259385	0.439832678893486	0.773371468232823	0.00256057518388251	6	3.66997271673739
TNFAIP1	1	7312.99584748959	4.03626466404675e-05	27.1285390713477	4.22885994714987	2.3804616984407	0.0316831074054521	0.999999652118373	28.3476348789178	0.439833060432508	0.77337153949303	0.00256050392367604	6	3.67024024087959
C1D	1	7312.99377123438	4.03626498489962e-05	27.1306153265383	4.22885994714987	2.38046130650957	0.0316830250335282	0.999999652144996	28.345741661937	0.439833143569416	0.773371343527462	0.00256069988924382	6	3.67000024864044
DIS3	1	7312.97923744811	4.03626912974777e-05	27.1283503208758	4.22885994714987	2.38045856299162	0.0316820366579552	0.999999652115953	28.348622102647	0.439833525108438	0.773371557308082	0.00256048610862443	6	3.67021497938758
TUBB2A	1	7313.03888259715	4.0362516341608e-05	27.1162702906757	4.22885994714987	2.38046982210424	0.0316666323009639	0.999999651960974	28.3152378636379	0.439831363548838	0.773372697471385	0.00255934594532097	6	3.67145230109813
COL9A2	1	7312.03520196298	4.03654879317463e-05	27.132691581729	4.22876557191393	2.3802803590303	0.0316783893457357	0.999999652171614	28.3428309831617	0.439860869431228	0.773465531705358	0.00256089585481161	6	3.67006603990906
