articulationpoint	averagebetweenness	averagecloseness	averagenodeconnectivity	averageeccentricity	averagepathlength	clusteringcoefficient	cohesiveness	compactness	globalefficiency	networkcentralization	networkdensity	networkdiameter	networkheterogeneity
SLC12A2	1	7312.96338240847	4.03627391323089e-05	27.1311815779539	4.22885994714987	2.38045557006295	0.0316833450979955	0.999999652152256	28.3447713431355	0.439834108551515	0.773371290082307	0.00256075333439867	6	3.6699246732506
UFD1L	1	7313.01151377879	4.03625968963639e-05	27.1224990562476	4.22885994714987	2.38046465573927	0.031676032950338	0.999999652040902	28.3344222890963	0.439832384945272	0.773372109574682	0.00255993384202432	6	3.67092085481301
UBE2E2	1	7313.06049452619	4.03624595429055e-05	27.1202340505851	4.22885994714987	2.38047390175106	0.0316795973225072	0.999999652011841	28.345792921173	0.439830935987737	0.773372323355301	0.00255972006140492	6	3.67116088311664
CSNK2B	1	7313.92827482066	4.03604221493289e-05	27.0924877312193	4.22885994714987	2.38063771115067	0.0316528536010906	0.999999651655455	28.3099760940206	0.439810956704211	0.773374942167889	0.0025571012488173	6	3.67399233376155
CUL7	1	7313.39458286146	4.03615619206941e-05	27.019818799547	4.22895432238581	2.38053696703378	0.0313823989790303	0.999999650718594	27.859956943461	0.439819903423178	0.773381800962761	0.00255024245394497	6	3.6778979087108
RBX1	1	7313.15770101922	4.03622022364952e-05	27.1064552661382	4.22885994714987	2.38049225125422	0.0316432277029537	0.999999651834952	28.2745638156421	0.439828006896334	0.773373623854069	0.00255841956263692	6	3.67253661073244
CALCOCO2	2	7311.06143827862	4.03681607672517e-05	27.1079652699132	4.22838807097018	2.38035708637913	0.0316759057494994	0.999999651854346	28.362450523059	0.439765903626114	0.773373481333656	0.00255856208304985	6	3.67273221543536
RNF11	1	7313.02963382407	4.03625389683824e-05	27.1147602869007	4.22885994714987	2.38046807622918	0.031667027087669	0.999999651941592	28.3128417580008	0.439831552091608	0.773372839991798	0.00255920342490804	6	3.67185580327236
SORBS2	1	7312.41704416758	4.03645306097861e-05	27.126462816157	4.22876557191393	2.38035243872914	0.0316782026428299	0.999999652091746	28.3603514180319	0.439850915864997	0.773466119602062	0.00256030795810826	6	3.67078983590289
SEMA6A	1	7312.25490751226	4.03649602472322e-05	27.1317478293696	4.22876557191393	2.38032183247046	0.0316791161181696	0.999999652159516	28.3441349414138	0.439855554904426	0.773465620780616	0.00256080677955352	6	3.67015458411777
CLK1	1	7312.97499056247	4.03627048939938e-05	27.1292940732352	4.22885994714987	2.38045776131429	0.0316819980882694	0.999999652128055	28.34618741683	0.439833682474864	0.773371468232823	0.00256057518388251	6	3.67019288548379
ZHX1	1	7313.12863344655	4.03623407810965e-05	27.1230653076633	4.22885994714987	2.38048676421833	0.0316793173761914	0.999999652048166	28.3356462604499	0.439830085022102	0.773372056129527	0.00255998728717917	6	3.67081346904933
BTF3	1	7313.00660626651	4.03626121094254e-05	27.1287278218196	4.22885994714987	2.38046372935659	0.0316835515645686	0.999999652120793	28.3459966326594	0.439832698193264	0.773371521677978	0.00256052173872766	6	3.67016542721721
TCERG1	1	7313.01245753112	4.03625919918113e-05	27.1192902982257	4.22885994714987	2.38046483388979	0.0316643987686058	0.999999651999731	28.3235794926095	0.439832245394032	0.773372412430559	0.00255963098614684	6	3.67116895468251
PIAS4	1	7313.11277840691	4.03623359770356e-05	27.1160815402039	4.22885994714987	2.38048377128965	0.0316676751849385	0.999999651958551	28.3223086498061	0.439829655976278	0.773372715286437	0.00255932813026936	6	3.67153086856724
SSSCA1	1	7313.03878822196	4.03625281723096e-05	27.1172140430351	4.22885994714987	2.38046980428919	0.0316688893064601	0.999999651973086	28.3288103743484	0.439831512601574	0.773372608396127	0.00255943502057906	6	3.6716486296049
SERGEF	1	7312.11249528124	4.03653233983566e-05	27.1321253303133	4.22876557191393	2.38029494955757	0.0316785368024369	0.999999652164355	28.3428309831617	0.43985929665909	0.773465585150513	0.00256084240965676	6	3.67013906427133
TRIM5	1	7312.98348433373	4.03626793439887e-05	27.1255190637977	4.22885994714987	2.38045936466894	0.0316805246552613	0.999999652079642	28.3461250423343	0.43983331429713	0.773371824533856	0.00256021888285018	6	3.67064041071409
RNF2	2	7312.32493393734	4.0364854097691e-05	27.0088712721782	4.22838807097018	2.38059563931715	0.0314698959710752	0.99999965057702	27.9491106977895	0.439730795503636	0.773382834235755	0.00254920918095122	6	3.67843247218841
UBC	478	9532.27406568516	0.000428850632638132	25.5811627029068	5.11579841449604	2.97382151274448	0.0644798124304741	0.999999631075404	13.6035415557915	0.322472289738351	0.150393472137526	0.00241445613052447	8	2.33540296416052
POLE	1	7312.98414496038	4.0362677135838e-05	27.1287278218196	4.22885994714987	2.3804594893743	0.0316839807509434	0.999999652120793	28.3458058484888	0.439833388526512	0.773371521677978	0.00256052173872766	6	3.67012555755596
ESRRA	1	7313.00358625893	4.03626199973208e-05	27.1257078142695	4.22885994714987	2.38046315927493	0.0316821314309182	0.999999652082063	28.3533644097313	0.439832699677851	0.773371806718804	0.0025602366979018	6	3.67054636540105
CNOT8	1	7312.99499811248	4.03626457826543e-05	27.1283503208758	4.22885994714987	2.38046153810524	0.0316810092408941	0.999999652115953	28.3379507989567	0.43983303964842	0.773371557308082	0.00256048610862443	6	3.67028867353268
MAD2L2	1	7313.00179312951	4.03626331434589e-05	27.1268403171008	4.22885994714987	2.38046282078895	0.0316822136846811	0.999999652096588	28.3508331703408	0.439832902175604	0.773371699828495	0.0025603435882115	6	3.67048274131618
PARN	1	7312.96970554923	4.03627201136561e-05	27.1302378255946	4.22885994714987	2.3804567636714	0.0316830957243461	0.999999652140156	28.3468551614273	0.439833878440432	0.773371379157565	0.00256066425914059	6	3.6700341073817
RTN4	1	7313.03803322011	4.03625441592742e-05	27.1224990562476	4.22885994714987	2.38046966176877	0.0316810289101071	0.999999652040902	28.3442006000448	0.439831876325545	0.773372109574682	0.00255993384202432	6	3.67100788277459
RTN3	1	7312.96442053603	4.03627357050725e-05	27.1300490751227	4.22885994714987	2.38045576602851	0.0316823830948537	0.999999652137735	28.3499887903607	0.439834032837546	0.773371396972617	0.00256064644408897	6	3.67013550409296
STK19	1	7312.96281615703	4.03627412727509e-05	27.1315590788977	4.22885994714987	2.38045546317264	0.0316827962932318	0.999999652157096	28.3519613034332	0.439834148635381	0.773371254452204	0.00256078896450191	6	3.66993372044294
POLR2G	1	7313.00358625899	4.03626286588946e-05	27.1251415628539	4.22885994714987	2.38046315927493	0.0316718086181132	0.9999996520748	28.338111342724	0.439832896237252	0.773371860163959	0.00256018325274695	6	3.67068029465098
SFPQ	1	7313.08569271422	4.0362368512349e-05	27.105134012835	4.22885994714987	2.38047865836984	0.0316113205817891	0.99999965181798	28.2474698599902	0.439829537506186	0.77337374855943	0.0025582948572756	6	3.67226466896446
BNIP3L	1	7313.76557191393	4.03607585608641e-05	27.1274065685164	4.22895432238581	2.38060699800169	0.0316818060351364	0.99999965210385	28.3466332142465	0.439821455708084	0.77337164638334	0.00256039703336634	6	3.67041591698248
SART3	1	7312.99962249903	4.03626287975309e-05	27.1192902982257	4.22885994714987	2.38046241104277	0.0316718787074139	0.999999651999731	28.3352652995025	0.439832632871406	0.773372412430559	0.00255963098614684	6	3.67123425435999
PRPF3	1	7313.02604756513	4.03625495578922e-05	27.1181577953945	4.22885994714987	2.38046739925722	0.0316585273904397	0.999999651985198	28.3178559674904	0.439831756964703	0.773372519320869	0.00255952409583714	6	3.67130067953446
HPS5	1	7312.95611551528	4.03627603557727e-05	27.1325028312571	4.22885994714987	2.38045419830397	0.0316828556543809	0.999999652169195	28.3454390240413	0.439834363900588	0.773371165376946	0.00256087803975999	6	3.66980962110312
TSC22D1	1	7313.15562476404	4.03622037759865e-05	27.1043790109475	4.22885994714987	2.38049185932309	0.0316754404695042	0.999999651808282	28.3832446922889	0.439827958795689	0.773373819819637	0.00255822359706914	6	3.67312673740411
TRIM29	1	7312.47555681384	4.03643799542028e-05	27.1262740656852	4.22876557191393	2.38036348406114	0.0316788901890086	0.999999652089325	28.3700669750479	0.439849261143624	0.773466137417113	0.00256029014305665	6	3.67079110163985
TRIM27	1	7313.82719894301	4.03605429248652e-05	27.0902227255568	4.22885994714987	2.38061863123039	0.0316652158312796	0.99999965162633	28.3330867155765	0.43981115652972	0.773375155948508	0.00255688746819791	6	3.67450186593893
GGT7	1	7312.07323518304	4.03654027655281e-05	27.1317478293696	4.22876557191393	2.3802875384961	0.0316784452318792	0.999999652159516	28.3441349414138	0.439859976897144	0.773465620780616	0.00256080677955352	6	3.67019622624722
DIO2	1	7312.98961872405	4.0362661406434e-05	27.1304265760664	4.22885994714987	2.3804605226473	0.0316826626670224	0.999999652142576	28.3410188792614	0.439833257882803	0.773371361342514	0.00256068207419221	6	3.67000381349576
MARCKS	1	7313.00302000752	4.03626224377277e-05	27.1287278218196	4.22885994714987	2.38046305238462	0.0316837071729209	0.999999652120793	28.3447400928121	0.4398328139911	0.773371521677978	0.00256052173872766	6	3.67016238721447
FOXN3	1	7312.35617214046	4.03646933143452e-05	27.1321253303133	4.22876557191393	2.38034094802085	0.031679631291413	0.999999652164355	28.3454390240413	0.439852664709231	0.773465585150513	0.00256084240965676	6	3.67006451425969
EED	1	7313.54067572669	4.03611026722923e-05	27.0485088712722	4.22885994714987	2.38056454473368	0.0314929634487956	0.999999651089073	28.1292213402323	0.439815253991587	0.773379093074915	0.00255295034179067	6	3.67709936642657
DPP7	1	7312.96847867122	4.03627248047434e-05	27.1308040770102	4.22885994714987	2.38045653207573	0.0316827096583661	0.999999652147416	28.3487796385422	0.439833930400999	0.773371325712411	0.00256071770429544	6	3.67001558553444
XRN1	2	7311.44233673083	4.0367210380453e-05	27.1198565496414	4.22848244620612	2.38042900150147	0.0316781393713518	0.999999652006997	28.3598951845011	0.439762503920293	0.773372358985404	0.00255968443130169	6	3.67134594826164
BLZF1	1	7313.00858814648	4.03626207204802e-05	27.1257078142695	4.22885994714987	2.38046410347267	0.0316820359409763	0.999999652082063	28.3784816231419	0.439832751935333	0.773371806718804	0.0025602366979018	6	3.67069789116254
GTF2IRD1	1	7312.97668931671	4.03627002587855e-05	27.1309928274821	4.22885994714987	2.38045808198522	0.031683806556131	0.999999652149836	28.344675960149	0.439833689897803	0.773371307897359	0.00256073551934706	6	3.66991681249055
ATG12	1	7313.05983389956	4.03624818148117e-05	27.1221215553039	4.22885994714987	2.3804737770457	0.0316794997671233	0.999999652036059	28.3438354138742	0.439831279521315	0.773372145204785	0.00255989821192108	6	3.67103847869681
CHMP6	1	7312.96121177797	4.03627461593114e-05	27.1306153265383	4.22885994714987	2.38045516031676	0.0316824452352312	0.999999652144996	28.3473798178965	0.439834164965845	0.773371343527462	0.00256069988924382	6	3.67005608114747
GJC1	1	7312.95639864096	4.03627598177601e-05	27.1325028312571	4.22885994714987	2.38045425174913	0.0316829543862411	0.999999652169195	28.3428309831617	0.439834354993063	0.773371165376946	0.00256087803975999	6	3.66981011021003
POLD1	1	7313.01594941486	4.03625822718029e-05	27.121932804832	4.22885994714987	2.3804654930467	0.031677375193051	0.999999652033637	28.3339613012768	0.439832197887228	0.773372163019837	0.00255988039686947	6	3.67079395502557
PPP1CC	2	7311.86485466213	4.0366275407771e-05	27.0922989807475	4.22838807097018	2.38050877454476	0.0316373952312422	0.999999651653028	28.3096762488601	0.439747921706678	0.77337495998294	0.00255708343376569	6	3.67383309792036
GTF2B	1	7313.02397130988	4.03625679108978e-05	27.1215553038883	4.22885994714987	2.38046700732608	0.0316733875754725	0.999999652028794	28.3306388924656	0.439832068431187	0.77337219864994	0.00255984476676624	6	3.67105331863279
ABCA2	1	7312.96979992449	4.03627210962132e-05	27.1325028312571	4.22885994714987	2.38045678148646	0.0316834597325181	0.999999652169195	28.3454390240413	0.439833946731464	0.773371165376946	0.00256087803975999	6	3.66977213435828
REST	1	7312.98074745188	4.03626872572425e-05	27.1272178180445	4.22885994714987	2.38045884803244	0.0316802855115847	0.999999652101429	28.3445821865863	0.439833452363781	0.773371664198391	0.00256037921831473	6	3.67039540831038
CD82	1	7312.9725368063	4.03627175722322e-05	27.1289165722914	4.22885994714987	2.38045729812295	0.0316816449743924	0.999999652123214	28.3436744387904	0.439833820244596	0.773371503862927	0.00256053955377928	6	3.67028282907519
SET	1	7313.10409588527	4.03623270787695e-05	27.112872782182	4.22885994714987	2.38048213230491	0.0316666986351848	0.999999651917361	28.322545563818	0.439829341243701	0.773373018142314	0.00255902527439188	6	3.67179268114109
ACVR2A	1	7312.96130615326	4.03627469148261e-05	27.1308040770102	4.22885994714987	2.38045517813181	0.0316822878183802	0.999999652147416	28.3515319776178	0.43983416912269	0.773371325712411	0.00256071770429544	6	3.67004507361484
PAWR	1	7312.99018497544	4.03626607651592e-05	27.1268403171008	4.22885994714987	2.3804606295376	0.0316802699691327	0.999999652096588	28.3392706410862	0.439833159900017	0.773371699828495	0.0025603435882115	6	3.67045779093881
CCNH	1	7312.49141185353	4.03643114963769e-05	27.1253303133258	4.22876557191393	2.38036647698981	0.0316753257345341	0.999999652077221	28.3509310991407	0.439848553886077	0.773466226492371	0.00256020106779856	6	3.67085487757663
PRMT2	1	7312.97357493392	4.03627089022572e-05	27.1291053227633	4.22885994714987	2.38045749408852	0.0316826001744714	0.999999652125634	28.3504825145136	0.439833732950843	0.773371486047875	0.00256055736883089	6	3.67019945679254
PIAS3	1	7313.05785201959	4.03624847211267e-05	27.1241978104945	4.22885994714987	2.38047340292961	0.0316790891349481	0.999999652062694	28.3377768027052	0.439831362658226	0.773371949239217	0.00256009417748886	6	3.6706234893757
NCOA2	1	7312.99613061531	4.0362640068191e-05	27.1224990562476	4.22885994714987	2.38046175188586	0.0316741515325463	0.999999652040902	28.330432377528	0.439832818444861	0.773372109574682	0.00255993384202432	6	3.67094829156174
KIF5C	1	7312.97366930921	4.03627090599911e-05	27.1300490751227	4.22885994714987	2.38045751190357	0.0316827937447307	0.999999652137735	28.3440559707365	0.439833762642596	0.773371396972617	0.00256064644408897	6	3.6700736258457
LMO4	1	7312.53642884104	4.03642125729279e-05	27.1241978104945	4.22876557191393	2.38037497476943	0.0316792479630859	0.999999652062694	28.3789772266022	0.43984751378398	0.773466333382681	0.00256009417748886	6	3.67103063262082
SIN3A	1	7313.17383918458	4.03621650352582e-05	27.1017365043413	4.22885994714987	2.38049529762805	0.0316289285157722	0.999999651774332	28.2613751721706	0.439827459677323	0.773374069230359	0.00255797418634651	6	3.67310013893286
CLIP2	1	7312.08474896185	4.0365386239802e-05	27.1323140807852	4.22876557191393	2.3802897119324	0.0316784388730242	0.999999652166775	28.3428309831617	0.439859957003669	0.773465567335462	0.00256086022470837	6	3.67011775008618
CDK17	1	7313.00453001135	4.03626181918242e-05	27.1298603246508	4.22885994714987	2.38046333742545	0.0316834998657806	0.999999652135315	28.3464258970433	0.439832784299347	0.773371414787669	0.00256062862903736	6	3.67003403949473
RUVBL1	1	7313.18242733107	4.03621178742098e-05	27.0979614949037	4.22885994714987	2.38049691879775	0.031613951522877	0.999999651725821	28.2533461122158	0.439826853668651	0.773374425531392	0.00255761788531418	6	3.67308388408947
CARM1	1	7313.03378633447	4.03625275706435e-05	27.1200453001133	4.22885994714987	2.38046886009145	0.0316688026203702	0.99999965200942	28.3244547670032	0.439831578814186	0.773372341170353	0.0025597022463533	6	3.67103417410878
GNG7	1	7312.96130615322	4.03627470596713e-05	27.1317478293696	4.22885994714987	2.38045517813181	0.0316829160677708	0.999999652159516	28.346743231062	0.439834206237382	0.773371236637152	0.00256080677955352	6	3.66991212810768
GNG5	1	7312.97149867874	4.03627167845391e-05	27.1311815779539	4.22885994714987	2.38045710215739	0.0316829390769913	0.999999652152256	28.3505134968828	0.439833868048319	0.773371290082307	0.00256075333439867	6	3.66997302784022
COMT	1	7312.97225368063	4.03627137956079e-05	27.1308040770102	4.22885994714987	2.3804572446778	0.0316837904376333	0.999999652147416	28.3488273368598	0.439833822026101	0.773371325712411	0.00256071770429544	6	3.66995182199127
GNB5	1	7312.56379765952	4.03641109023056e-05	27.1275953189883	4.22876557191393	2.3803801411344	0.0316803873439787	0.999999652106271	28.3671501734992	0.439846410141548	0.773466012711752	0.00256041484841796	6	3.67058576762289
SYNJ2	1	7312.97527368818	4.03627048376517e-05	27.1306153265383	4.22885994714987	2.38045781475945	0.0316825432138955	0.999999652144996	28.3454078055621	0.439833715135792	0.773371343527462	0.00256069988924382	6	3.67000699191073
ARFGEF2	1	7312.96885617216	4.03627223140953e-05	27.1294828237071	4.22885994714987	2.38045660333594	0.0316823973620658	0.999999652130475	28.3371556899076	0.439833881409607	0.773371450417772	0.00256059299893413	6	3.67017048611905
KIF20A	1	7312.96810117028	4.03627255667992e-05	27.1309928274821	4.22885994714987	2.38045646081553	0.0316837478898949	0.999999652149836	28.3477136901951	0.439833946731463	0.773371307897359	0.00256073551934706	6	3.66994361066587
SNAP29	1	7312.9695167988	4.03627217661089e-05	27.1285390713477	4.22885994714987	2.3804567280413	0.0316816980237399	0.999999652118373	28.3515964526455	0.439833842810329	0.77337153949303	0.00256050392367604	6	3.67032109651675
EHD1	1	7312.9836730842	4.03626812470604e-05	27.1251415628539	4.22885994714987	2.38045940029904	0.0316795257355109	0.9999996520748	28.3338657613801	0.439833323204655	0.773371860163959	0.00256018325274695	6	3.67075060710708
PDLIM1	1	7312.97952057381	4.03626916983343e-05	27.1291053227633	4.22885994714987	2.38045861643677	0.0316832694827275	0.999999652125634	28.3535215232025	0.439833545892802	0.773371486047875	0.00256055736883089	6	3.67018107764937
CTNNA1	1	7313.05086825221	4.03624914886293e-05	27.1224990562476	4.22885994714987	2.38047208461579	0.0316765240380314	0.999999652040902	28.3374912350161	0.439831356126035	0.773372109574682	0.00255993384202432	6	3.67072816267154
SNX2	2	7310.78586258964	4.03688529088409e-05	27.1255190637977	4.22838807097018	2.38030505660777	0.0316782001312708	0.999999652079642	28.3354235114038	0.43977342068715	0.773371824533856	0.00256021888285018	6	3.67069866571806
RABEPK	1	7312.96659116647	4.03627293760912e-05	27.1311815779539	4.22885994714987	2.3804561757747	0.0316833468212835	0.999999652152256	28.3489704318129	0.439834000176618	0.773371290082307	0.00256075333439867	6	3.66993449096088
GGA2	1	7313.02217818042	4.03625792154191e-05	27.126462816157	4.22885994714987	2.3804666688401	0.0316804579297984	0.999999652091746	28.3341995222452	0.439832344861405	0.773371735458598	0.00256030795810826	6	3.67052408905424
RPP14	1	7312.99320498298	4.03626522998753e-05	27.1294828237071	4.22885994714987	2.38046119961926	0.0316832207815581	0.999999652130475	28.3606682541122	0.439833145647977	0.773371450417772	0.00256059299893413	6	3.67015577611687
IFT57	1	7312.96895054738	4.03627230921274e-05	27.1311815779539	4.22885994714987	2.38045662115099	0.0316831317576228	0.999999652152256	28.3476182981098	0.439833930400999	0.773371290082307	0.00256075333439867	6	3.66994783741458
EPS15L1	1	7313.01425066063	4.0362615325888e-05	27.1291053227633	4.22885994714987	2.38046517237577	0.0316834783279328	0.999999652125634	28.3479687671416	0.43983284873045	0.773371486047875	0.00256055736883089	6	3.6701581909451
NDUFA13	1	7312.96706304266	4.03627286920135e-05	27.1306153265383	4.22885994714987	2.38045626484996	0.031682927744606	0.999999652144996	28.3515796804862	0.439833974938628	0.773371343527462	0.00256069988924382	6	3.67003606120352
NSD1	1	7312.96885617213	4.03627224640442e-05	27.1296715741789	4.22885994714987	2.38045660333594	0.031682455524242	0.999999652132895	28.3425135079713	0.439833887347957	0.77337143260272	0.00256061081398574	6	3.67013617239537
PUM2	1	7313.00877689693	4.03626244653678e-05	27.1313703284258	4.22885994714987	2.38046413910277	0.0316837617238277	0.999999652154676	28.3420679920458	0.439832995704619	0.773371272267256	0.00256077114945029	6	3.66987142658959
MORF4L1	1	7313.08248395618	4.03623982921955e-05	27.1181577953945	4.22885994714987	2.38047805265809	0.0316699235683253	0.999999651985198	28.3403552802974	0.439830236746965	0.773372519320869	0.00255952409583714	6	3.67140426152253
STK36	1	7312.9656474141	4.03627323612947e-05	27.1313703284258	4.22885994714987	2.38045599762418	0.0316829259165372	0.999999652154676	28.3450098006019	0.439834040260484	0.773371272267256	0.00256077114945029	6	3.66993983560991
MAST2	1	7312.55804077006	4.03641192660139e-05	27.1287278218196	4.22876557191393	2.38037905441625	0.0316803786306264	0.999999652120793	28.3587900997753	0.439846607591698	0.773465905821442	0.00256052173872766	6	3.6704053698355
RHOJ	1	7312.17072480178	4.0365193010526e-05	27.1306153265383	4.22876557191393	2.38030594144442	0.0316781296503968	0.999999652144996	28.3476659941525	0.439858009224697	0.773465727670926	0.00256069988924382	6	3.67034379026948
POLR1C	1	7313.02302755754	4.03625662512238e-05	27.1202340505851	4.22895432238581	2.38046682917557	0.0316771899777254	0.999999652011841	28.3401147676266	0.439832032504165	0.773372323355301	0.00255972006140492	6	3.67119779536422
ALG2	1	7312.96951679874	4.03627213968375e-05	27.1300490751227	4.22885994714987	2.3804567280413	0.0316823843562603	0.999999652137735	28.345741661937	0.43983389180172	0.773371396972617	0.00256064644408897	6	3.67012219214704
EXOC3	1	7312.99924499812	4.03626334457813e-05	27.1298603246508	4.22885994714987	2.38046233978256	0.0316831447757434	0.999999652135315	28.3382684614321	0.439832949088574	0.773371414787669	0.00256062862903736	6	3.67005276775829
DNAJA3	1	7313.08918459794	4.03624122416549e-05	27.1213665534164	4.22885994714987	2.38047931752675	0.0316778484079908	0.999999652026372	28.3417051867329	0.439830578202113	0.773372216464991	0.00255982695171462	6	3.67100900438066
MTX1	1	7312.96026802567	4.03627486925914e-05	27.1313703284258	4.22885994714987	2.38045498216624	0.031682475713025	0.999999652154676	28.3436103600059	0.439834208018887	0.773371272267256	0.00256077114945029	6	3.66996446673759
NIN	1	7312.99971687428	4.0362633130238e-05	27.1306153265383	4.22885994714987	2.38046242885782	0.0316839420044225	0.999999652144996	28.3457893557049	0.439832971357389	0.773371343527462	0.00256069988924382	6	3.66994665142976
CTNNB1	1	7313.99216685542	4.03601890620277e-05	27.076255190638	4.22885994714987	2.38064977194062	0.031569342136935	0.999999651446619	28.1435050996854	0.43980812945548	0.773376474262328	0.00255556915437829	6	3.67501145346348
TSPO	1	7312.95762551908	4.03627565367095e-05	27.1325028312571	4.22885994714987	2.3804544833448	0.0316829662086457	0.999999652169195	28.3428309831617	0.439834320847547	0.773371165376946	0.00256087803975999	6	3.66980937654964
CAP2	1	7312.96564741413	4.03627322350718e-05	27.1308040770102	4.22885994714987	2.38045599762418	0.0316826653581841	0.999999652147416	28.3487319402245	0.439834028383783	0.773371325712411	0.00256071770429544	6	3.67001502651641
PMF1	1	7312.97366930916	4.03627089983583e-05	27.1302378255946	4.22885994714987	2.38045751190357	0.0316826838612131	0.999999652140156	28.3484457503184	0.439833767096359	0.773371379157565	0.00256066425914059	6	3.67007620972739
EXOC2	1	7313.00000000002	4.03626440225578e-05	27.1281615704039	4.22885994714987	2.38046248230297	0.03168178070547	0.999999652113532	28.3433092797764	0.439833063698738	0.773371575123133	0.00256046829357281	6	3.67026488011431
ASCC3	1	7313.00094375237	4.03626286224246e-05	27.1285390713477	4.22885994714987	2.38046266045349	0.0316846313398551	0.999999652118373	28.3464901192935	0.439832862982491	0.77337153949303	0.00256050392367604	6	3.67006625894612
TSEN34	1	7312.96045677614	4.03627475365642e-05	27.1308040770102	4.22885994714987	2.38045501779635	0.0316819131541037	0.999999652147416	28.3430380893791	0.439834190203835	0.773371325712411	0.00256071770429544	6	3.67004185928582
MOCS3	1	7312.9587580219	4.03627526744364e-05	27.1321253303133	4.22885994714987	2.38045469712542	0.0316831628277501	0.999999652164355	28.3480475624937	0.43983426888698	0.773371201007049	0.00256084240965676	6	3.66983872398764
MYLIP	1	7312.96838429595	4.03627248364236e-05	27.1300490751227	4.22885994714987	2.38045651426068	0.0316828558581346	0.999999652137735	28.3555899065367	0.439833922681143	0.773371396972617	0.00256064644408897	6	3.67011939698166
POLA2	1	7313.03661759153	4.03625374938434e-05	27.124952812382	4.22885994714987	2.380469394543	0.0316817875036385	0.999999652072379	28.3610367422127	0.439831820505053	0.773371877979011	0.00256016543769533	6	3.67074019888587
PSMD8	1	7312.99292185728	4.03626492761679e-05	27.1202340505851	4.22885994714987	2.3804611461741	0.0316359499851731	0.999999652011841	28.2947625428586	0.439832865951665	0.773372323355301	0.00255972006140492	6	3.67117287264684
RRAGA	1	7312.96319365801	4.03627392808687e-05	27.1294828237071	4.22885994714987	2.38045553443284	0.0316806111697159	0.999999652130475	28.3389044923728	0.439834062529298	0.773371450417772	0.00256059299893413	6	3.67021517481393
RND1	1	7312.12004530012	4.03653117373298e-05	27.1306153265383	4.22876557191393	2.3802963747617	0.0316784643675039	0.999999652144996	28.3441349414138	0.439859231931068	0.773465727670926	0.00256069988924382	6	3.67035940662205
TPT1	1	7313.03020007546	4.03625436967551e-05	27.1253303133258	4.22885994714987	2.38046818311949	0.031681901871685	0.999999652077221	28.344550922768	0.439831911658735	0.773371842348907	0.00256020106779856	6	3.67047312143984
UCHL5	1	7313.09871649675	4.0362348665481e-05	27.1073990184975	4.22885994714987	2.38048111684696	0.0316277304497112	0.999999651847073	28.2823297137216	0.439829505439091	0.773373534778811	0.002558508637895	6	3.67259040959432
DNAJC30	1	7312.0405813514	4.03654777234649e-05	27.132691581729	4.22876557191393	2.38028137448824	0.0316784045415918	0.999999652171614	28.3428309831617	0.439860741162856	0.773465531705358	0.00256089585481161	6	3.67006509671029
ZHX2	1	7312.44658361644	4.03644695453256e-05	27.1306153265383	4.22876557191393	2.38035801484029	0.0316797860908181	0.999999652144996	28.3422587398248	0.439850379335022	0.773465727670926	0.00256069988924382	6	3.67024097222223
PHC2	1	7313.05341638347	4.03624954417204e-05	27.1202340505851	4.22885994714987	2.38047256562219	0.0316758269856217	0.999999652011841	28.3372682568527	0.43983131633909	0.773372323355301	0.00255972006140492	6	3.67127249259343
PHC1	1	7312.51764816915	4.03642387535092e-05	27.1285390713477	4.22876557191393	2.38037142957416	0.0316770576686618	0.999999652118373	28.3452499630338	0.439847845737782	0.773465923636494	0.00256050392367604	6	3.67045030809401
CDC7	1	7313.00481313703	4.03626172519259e-05	27.1285390713477	4.22885994714987	2.38046339087061	0.0316804378340945	0.999999652118373	28.3382053495215	0.439832747184656	0.77337153949303	0.00256050392367604	6	3.67022063818589
GNB2	1	7313.04775386935	4.03625153982723e-05	27.1209890524726	4.22885994714987	2.38047149671909	0.031676655065344	0.999999652021529	28.3397016662612	0.439831572875832	0.773372252095095	0.00255979132161139	6	3.67099887876078
SKIV2L2	1	7313.00839939602	4.03626062180304e-05	27.1241978104945	4.22885994714987	2.38046406784257	0.0316777304485333	0.999999652062694	28.3307184991965	0.439832529841023	0.773371949239217	0.00256009417748886	6	3.67049931043598
EIF1	1	7312.99263873159	4.03626534326943e-05	27.1311815779539	4.22885994714987	2.38046109272895	0.0316835363760856	0.999999652152256	28.3449621091086	0.439833195530122	0.773371290082307	0.00256075333439867	6	3.66992603585253
BTG3	1	7312.96564741407	4.03627330757654e-05	27.1319365798414	4.22885994714987	2.38045599762418	0.0316832140592525	0.999999652161935	28.3480475624937	0.439834058075536	0.773371218822101	0.00256082459460514	6	3.66986293580222
NIF3L1	1	7313.09154397881	4.03623934897471e-05	27.115892789732	4.22885994714987	2.38047976290304	0.0316723573459258	0.999999651956128	28.3551868487501	0.439830141139514	0.773372733101488	0.00255931031521774	6	3.67186027925302
HNRNPUL1	1	7313.11702529255	4.03623238516393e-05	27.1119290298226	4.22885994714987	2.38048457296698	0.0316481130270905	0.999999651905245	28.2942716404957	0.439829433288122	0.773373107217572	0.0025589361991338	6	3.67168284074445
